record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,编号,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recAqEukOK,optLqyQAj8,中国,合肥,安徽,单,冷泡柠檬脱骨凤爪,休闲零食,肉类小食,,DRF-,DRF,,,,14.9,image.png,20250711-326,110g,大润发,1752210067000,,酸辣味,,巢湖市亿弘食品有限公司,image.png,,,,
rec8B0Mxex,optyVmcRBi,中国,合肥,安徽,单,黑金锅巴,休闲零食,休闲食品,,DRF-,DRF,,,,10.9,image.png,20250711-331,200g,大润发,1752210314000,,咸蛋黄肉松味,,安徽佰益食品有限公司,image.png,,,,
rec9NcTmNh,optOwlhZmD,中国,揭阳,广东,单,不二情书梅干脆薄饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/vLQaUfcjyGtS7mE,DRF-,DRF,,,image.png,9.9,image.png,20250711-334,208g,大润发,1752210458000,,梅菜味,不二（江苏）企业管理有限公司,广东森乐食品有限公司,,,,,
recliTcrMU,optOwlhZmD,中国,揭阳,广东,单,不二情书梅干脆薄饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/vLQaUfcjyGtS7mE,DRF-,DRF,,,image.png,9.9,image.png,20250711-335,208g,大润发,1752210458000,,梅菜扣肉味,不二（江苏）企业管理有限公司,广东森乐食品有限公司,,,,,
recs1WKL4z,opt6eC4R09,中国,郑州,河南,单,白象-大辣娇经典火鸡拌面,方便速食,方便面,白象大辣娇经典火鸡面夜宵方便面方便速食泡面-tmall.com天猫,MC-,MC,,,image.png,18.9,image.png,20250711-337,119g*5/袋,猫超,1752210556000,10.34,火鸡味,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,背面不全
recke6g2i1,optKexfR6H,中国,合肥,安徽,单,低糖椰香坚果脆片,休闲零食,坚果炒货,,DRF-,DRF,,,,15.9,image.png,20250711-338,108g,大润发,1752210619000,,,,安徽依安康食品有限公司,image.png,,,,
recqkV4nBD,optgj70hv7,中国,东莞,广东,单,Aji山药薄脆,休闲零食,饼干曲奇,#小程序://大润发优鲜/ulbwa3GDOzNIErB,DRF-,DRF,,,image.png,16.9,image.png,20250711-340,220g,大润发,1752210769000,,鱼子酱西班牙火腿味,东菀市味盟食品有限公司,广东新盟食品有限公司,,,,,
recF6LURsI,optgj70hv7,中国,东莞,广东,单,Aji山药薄脆,休闲零食,饼干曲奇,#小程序://大润发优鲜/ulbwa3GDOzNIErB,DRF-,DRF,,,image.png,16.9,image.png,20250711-341,220g,大润发,1752210769000,,黑松露芝士焗龙虾味,东菀市味盟食品有限公司,广东新盟食品有限公司,,,,,
recEclFj8b,optYR5WDh9,中国,郑州,河南,单,白象-大辣娇小龙虾拌面,方便速食,方便面,白象大辣娇经典火鸡面夜宵方便面方便速食泡面-tmall.com天猫,MC-,MC,,,,18.9,image.png,20250711-348,小龙虾味,猫超,1752210944000,13.34,,,白象食品股份有限公司(代号:郑州),,image.png,,,无背面、标签图
recaxBHg5y,optChZpDgy,中国,绍兴,浙江,单,芥末味夏威夷果仁,休闲零食,坚果炒货,,DRF-,DRF,,,,32.9,image.png,20250711-346,160g,大润发,1752210863000,,芥末味,,浙江佰宜农业科技有限公司,image.png,,,,
reczNNMLe5,optmX7mQ17,中国,上海,上海,单,香卤鸭舌,休闲零食,肉类小食,,DRF-,DRF,,,,29.9,image.png,20250711-351,82g,大润发,1752211152000,,,,上海天弩食品有限公司,image.png,,,,
recduwcQbw,opt181ekoY,中国,黄冈,湖北,单,伊利畅轻益生菌风味发酵乳,牛奶饮品,牛奶乳品,【下拉详情页领优惠】伊利畅轻发酵生牛乳饮品益生菌爆珠早餐酸奶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-367,250g/瓶,猫超,1752211647000,33.61,原味紫米爆珠,,内蒙古伊利实业集团股份有限公司,,,6瓶/箱,,
recBhKGL2Q,opt181ekoY,中国,黄冈,湖北,单,伊利畅轻益生菌风味发酵乳,牛奶饮品,牛奶乳品,【下拉详情页领优惠】伊利畅轻发酵生牛乳饮品益生菌爆珠早餐酸奶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-368,250g/瓶,猫超,1752211647000,33.61,青提芦荟爆珠,,内蒙古伊利实业集团股份有限公司,,,6瓶/箱,,
rec5WEymti,opt181ekoY,中国,黄冈,湖北,单,伊利畅轻益生菌风味发酵乳,牛奶饮品,牛奶乳品,【下拉详情页领优惠】伊利畅轻发酵生牛乳饮品益生菌爆珠早餐酸奶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-369,250g/瓶,猫超,1752211647000,33.61,蓝莓紫米爆珠,,内蒙古伊利实业集团股份有限公司,,,6瓶/箱,,
rec7q6sUwz,opt181ekoY,中国,黄冈,湖北,单,伊利畅轻益生菌风味发酵乳,牛奶饮品,牛奶乳品,【下拉详情页领优惠】伊利畅轻发酵生牛乳饮品益生菌爆珠早餐酸奶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-370,250g/瓶,猫超,1752211647000,33.61,西柚芒果青稞爆珠,,内蒙古伊利实业集团股份有限公司,,,6瓶/箱,,
rec4XUldqN,opt181ekoY,中国,黄冈,湖北,单,伊利畅轻益生菌风味发酵乳,牛奶饮品,牛奶乳品,【下拉详情页领优惠】伊利畅轻发酵生牛乳饮品益生菌爆珠早餐酸奶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-371,250g/瓶,猫超,1752211647000,33.61,苹果西梅马蹄爆珠,,内蒙古伊利实业集团股份有限公司,,,6瓶/箱,,
recrrV1HhS,optskg8tUY,中国,苏州,江苏,单,太平梳打饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,DRF-,DRF,,,image.png,15.8,image.png,20250711-353,400g,大润发,1752211391000,9.9,奶盐味,,,,,,,
rec1xETsce,optskg8tUY,中国,苏州,江苏,单,太平梳打饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,DRF-,DRF,,,image.png,15.8,image.png,20250711-354,400g,大润发,1752211391000,9.9,香葱味,,,,,,,
recy8GlpmI,optskg8tUY,中国,苏州,江苏,单,太平梳打饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,DRF-,DRF,,,image.png,15.8,image.png,20250711-355,400g,大润发,1752211391000,9.9,海苔味,,,,,,,
recprGbkhz,optskg8tUY,中国,苏州,江苏,单,太平梳打饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/2YPrCl7OsqIaBEF,DRF-,DRF,,,image.png,15.8,image.png,20250711-356,400g,大润发,1752211391000,9.9,香葱鸡汁味,,,,,,,
reck5oRyxk,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.4,image.png,20250711-359,70g/袋,大润发,1752211534000,,香脆烤鸡翅味,,,image.png,,,,
recTCCAr3V,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.4,image.png,20250711-360,70g/袋,大润发,1752211534000,,碳烤五花肉味,,,image.png,,,,
recsbri2Mv,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.4,image.png,20250711-361,70g/袋,大润发,1752211534000,,火鸡面味,,,image.png,,,,
recG2g99Rd,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.4,image.png,20250711-362,70g/袋,大润发,1752211534000,,辣条味,,,image.png,,,,
rec1eR73Yy,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.5,image.png,20250711-363,70g/袋,大润发,1752211534000,,铁板鱿鱼味,,,image.png,,,,
recimfTxor,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/ebn9zfXJci8amvy,DRF-,DRF,,,image.png,6.5,image.png,20250711-364,70g/袋,大润发,1752211534000,,辛辣味,,,image.png,,,,
recgm3TzN6,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,12.5,image.png,20250711-375,135g/袋,大润发,1752211948000,9.5,碳烤五花肉味,,,image.png,,,,
recgkkjNTG,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,11.9,image.png,20250711-376,135g/袋,大润发,1752211948000,9.5,香脆烤鸡翅味,,,image.png,,,,
rec4SnykXq,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,11.9,image.png,20250711-377,135g/袋,大润发,1752211948000,9.5,火鸡面味,,,image.png,,,,
reczSYBg8L,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,11.9,image.png,20250711-378,135g/袋,大润发,1752211948000,9.5,辣条味,,,image.png,,,,
reckm4nG3j,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,11.9,image.png,20250711-379,135g/袋,大润发,1752211948000,9.5,铁板鱿鱼味,,,image.png,,,,
rechhJHnFe,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/nRM4TBM3sjCxrvq,DRF-,DRF,,,image.png,12.5,image.png,20250711-380,135g/袋,大润发,1752211948000,9.5,辛辣味,,,image.png,,,,
recuQCjcksz81h,optZbWjCWX,,,,单,乐事大波浪薯片,休闲零食,膨化食品,#小程序://大润发优鲜/xGi23MShZzDtvPc,DRF-,DRF,,,image.png,10.9,image.png,20250711-381,175g/袋,大润发,1752212051000,,香脆烤鸡翅味,,,image.png,,,,
recW4NacAA,opt6AOlfOq,中国,郑州,河南,单,白象-珍骨汤原味鸡汤面,方便速食,方便面,白象珍骨汤方便面原味鸡汤面102g*5袋方便速食即食泡面-tmall.com天猫,MC-,MC,,,image.png,14.9,image.png,20250711-352,102g*5/袋,猫超,1752211308000,9.41,原味鸡汤,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
recyhNEoer,opt1ar8NXe,中国,漯河,河南,单,低脂高蛋白鸡胸肉肠（海盐黑胡椒）,休闲零食,肉类小食,,DRF-,DRF,,,image.png,18.9,image.png,20250711-365,250g,大润发,1752211574000,,海盐黑胡椒,,河南御江食品股份有限公司,image.png,,,,
recWPaA2DQ,optm77TLOr,中国,郑州,河南,单,白象-多半袋金汤肥牛面,方便速食,方便面,白象方便面多半袋金汤肥牛面144g*5袋方便速食泡面-tmall.com天猫,MC-,MC,,,image.png,12.9,image.png,20250711-366,144g*5/袋,猫超,1752211623000,12.9,金汤肥牛,,白象食品股份有限公司(代号:郑州),image.png,image.png,,,
recwmNhDRx,optjF9iWgb,中国,湖州,浙江,单,山里红山楂汁,酒水饮料,饮料,,DRF-,DRF,,,image.png,12.8,image.png,20250711-372,1L,大润发,1752211744000,,,,乐源健康科技(湖州)有限公司,image.png,,,,
reclZYBP6i,optsrtqRzK,中国,合肥,安徽,单,低糖琥珀核桃仁,休闲零食,坚果炒货,,DRF-,DRF,,,,19.9,image.png,20250711-374,155g,大润发,1752211893000,,,,安徽巧沃食品有限公司,image.png,,,,
rec6YrusrY,optt3NuHvB,中国,南京,江苏,单,伊利高钙鲜牛奶巴氏杀菌乳,牛奶饮品,牛奶乳品,【下拉详情领优惠】伊利冷藏高钙营养儿童早餐搭档优质饮品小黄瓶-tmall.com天猫,MC-,MC,,,image.png,59,image.png,20250711-382,235ml/瓶,猫超,1752212096000,38.6,纯牛奶,,伊利苏州乳业有限责任公司/广东伊利乳业有限责任公司/天津伊利乳品有限责任公司/成都伊利乳业有限公司/湖北黄冈伊利乳业有限责任公司黄州分公司,image.png,,12瓶,,
reczERV3bk,opttDbmgSx,中国,宁波,浙江,单,黑松露火腿苏打饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,,11.9,image.png,20250711-383,250g,大润发,1752212110000,,藜麦奇亚籽风味,,浙江顶点实业有限公司,image.png,,,,
reciffOraI,opt8oGEYjy,中国,南京,江苏,单,伊利每益添活菌型乳酸菌,牛奶饮品,牛奶乳品,【顺丰直达】伊利每益添活菌型乳酸菌饮料100ml*30瓶饭后喝无负担-tmall.com天猫,MC-,MC,,,image.png,69,image.png,20250711-385,100ml/瓶,猫超,1752212379000,45.12,原味,,伊利苏州乳业有限责任公司/广东伊利乳业有限责任公司/天津伊利乳品有限责任公司/乌鲁木齐伊利食品有限责任公司/成都伊利乳业有限责任公司,image.png,,30瓶/箱,,
rec4W819uj,optaaU8mXx,中国,苏州,江苏,单,趣多多软曲奇饼干,休闲零食,饼干曲奇,https://chaoshi.detail.tmall.com/item.htm?id=623589529119&rdcAreaId=320382002&rdcTimeEffectiveTagType=none&searchWord=%25E8%25B6%25A3%25E5%25A4%259A%25E5%25A4%259A&skuId=5495577830267&smCaptainPrice=940&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_8.37f45885NgIgVg,MC-,MC,,,image.png,11.9,image.png,20250711-386,160g,猫超,1752212382000,7.4,红提巧克力味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,,,,,
recwETHjus,optobj6vtu,中国,上海,上海,单,香卤鸭脖,休闲零食,肉类小食,,DRF-,DRF,,,,14.9,image.png,20250711-384,160g,大润发,1752212239000,,,,上海天弩食品有限公司,image.png,,,,
recry6f4aX,opt3WAUc0z,中国,苏州,江苏,单,碧根果仁,休闲零食,坚果炒货,,DRF-,DRF,,,,31.9,image.png,20250711-387,138g,大润发,1752212419000,,,,苏州丰品堂食品有限公司,image.png,,,,
reckW11qyV,,,,,,,,,,-,,,,,,,20250710-191,,,1752132455000,,,,,,,,,
recFXwYVQO,,,,,,,,,,-,,,,,,,20250710-193,,,1752132810000,,,,,,,,,
recQ64Hxnn,,,,,,,,,,-,,,,,,,20250710-194,,,1752133076000,,,,,,,,,
recuQC1SYDjDma,,,,,,,,,,-,,,,,,,20250711-269,,,1752207925000,,,,,,,,,
recuQCcRJXaJWT,,,,,,,,,,-,,,,,,,20250711-336,,,1752210542000,,,,,,,,,
recuQCdYCkxKMP,,,,,,,,,,-,,,,,,,20250711-343,,,1752210807000,,,,,,,,,
recuQCe01TotL1,,,,,,,,,,-,,,,,,,20250711-344,,,1752210812000,,,,,,,,,
